用户id	用户注册时间	最后登录时间	免费筹码	身上货币量	最高拥有	最大赢取	贡献台费	登录总次数	站内好友数	经验值	等级	积分	性别	互动道具	玩过的最大小盲	破产线	IP地址	玩牌局数	赢牌局数	输牌局数	正常牌局	非正常牌局	最高牌类型
7791410	2014/10/6	2014/10/6	0	1180	null	null	0	2	1	29	2	0	0	0	10	40	59.50.17.110	3	null	0	4	0	0
7791408	2014/10/6	2014/10/6	0	800	null	null	0	2	1	13	2	0	0	0	0	20	222.243.14.131	1	null	0	2	0	0
7791403	2014/10/6	2014/10/6	23272	1250	null	100	0	2	0	77	3	0	0	0	10	40	183.23.35.56	13	1	0	13	0	0
7791400	2014/10/6	2014/10/6	1718	1637	null	790	0	2	0	142	4	0	0	0	10	40	182.18.41.175	22	6	0	21	1	0
7791399	2014/10/6	2014/10/7	0	1111	370376	103733	36910	3	0	1460	8	5	0	14	5000	1000	171.212.51.120	305	69	203	305	0	8
7791389	2014/10/6	2014/10/6	520931	3085	null	1450	0	2	0	164	4	1	0	0	10	40	111.79.163.87	13	8	0	14	0	0
7791384	2014/10/6	2014/10/6	0	790	null	null	0	2	0	3	1	0	1	0	0	20	106.120.152.135	1	null	0	2	0	0
7791383	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	1	0	10	40	113.230.17.61	null	null	0	0	0	0
7791380	2014/10/6	2014/10/7	54	150	1360	260	0	3	0	96	3	5	0	0	10	40	120.198.32.89	11	3	8	11	0	4
7791378	2014/10/6	2014/10/6	0	0	12896	2150	80	2	0	449	5	0	0	0	50	1000	182.148.17.84	49	11	34	48	1	7
7791374	2014/10/6	2014/10/6	0	0	null	1060	0	2	1	154	4	0	0	0	10	40	113.237.45.126	18	8	0	18	0	0
7791370	2014/10/6	2014/10/6	530379	2015	null	879	0	2	1	229	4	0	1	0	10	40	211.103.121.136	34	16	0	35	0	0
7791367	2014/10/6	2014/10/6	69156	110	null	820	0	2	1	190	4	0	0	0	10	40	182.247.32.44	17	6	0	17	0	0
7791366	2014/10/6	2014/10/6	0	0	18014	7080	300	2	0	492	6	1	0	11	50	1000	58.38.63.251	67	32	34	67	0	7
7791353	2014/10/6	2014/10/7	0	50	1000	null	0	3	1	33	2	5	0	0	10	40	114.139.160.225	6	null	6	6	0	4
7791350	2014/10/6	2014/10/10	8000	3050	26330157	7266001	6100700	6	11	2318	10	180	1	58	20000	1000	117.70.40.120	1034	116	916	984	47	8
7791349	2014/10/6	2014/10/6	1803	710	null	440	0	2	2	85	3	0	1	0	10	40	113.106.97.186	10	1	0	10	0	0
7791348	2014/10/6	2014/10/9	0	0	12839	4546	320	5	1	1427	8	15	0	0	20000	1000	59.47.43.101	312	77	235	313	0	8
7791346	2014/10/6	2014/10/6	6281	1380	null	480	0	2	1	73	3	0	0	0	10	40	58.244.53.5	6	2	0	7	0	0
7791343	2014/10/6	2014/10/6	0	0	null	30	0	2	1	134	4	0	0	0	10	40	183.165.91.60	22	2	0	22	0	0
7791342	2014/10/6	2014/10/6	279	50	null	800	0	2	1	181	4	0	0	0	10	40	59.38.66.124	31	12	0	31	0	0
7791339	2014/10/6	2014/10/6	0	980	null	null	0	2	0	8	2	0	0	0	10	40	180.174.68.98	2	null	0	2	0	0
7791338	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	1	0	0	20	114.111.167.17	null	null	0	0	0	0
7791336	2014/10/6	2014/10/6	0	990	null	null	0	2	2	8	2	0	0	0	10	40	116.10.254.122	1	null	0	2	0	0
7791334	2014/10/6	2014/10/6	0	790	null	null	0	2	0	3	1	0	0	0	0	20	122.139.240.142	1	null	0	2	0	0
7791330	2014/10/6	2014/10/6	0	0	null	null	0	1	5	0	0	0	1	0	0	20	139.205.188.165	null	null	0	0	0	0
7791328	2014/10/6	2014/10/6	0	1040	null	null	0	2	1	18	2	0	0	0	10	40	1.193.104.166	1	null	0	2	0	0
7791326	2014/10/6	2014/10/6	0	980	null	null	0	2	0	5	2	0	0	0	10	40	14.29.81.136	1	null	0	1	0	0
7791318	2014/10/6	2014/10/6	0	200	null	null	0	2	1	0	0	0	0	0	0	20	218.18.49.136	null	null	0	0	0	0
7791316	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	1	0	0	20	220.176.228.81	null	null	0	0	0	0
7791314	2014/10/6	2014/10/7	0	150	995	null	25	3	1	31	2	5	0	0	25	400	120.210.180.81	5	null	5	5	0	4
7791308	2014/10/6	2014/10/6	0	970	null	null	0	2	0	8	2	0	1	0	10	40	27.202.167.80	2	null	0	2	0	0
7791307	2014/10/6	2014/10/10	0	0	11000	510	0	6	0	518	6	20	0	10	10	40	60.181.135.93	119	37	82	11	6	8
7791302	2014/10/6	2014/10/6	8652	1378	null	920	0	2	0	104	3	0	0	0	10	40	1.183.218.181	11	3	0	12	0	0
7791296	2014/10/6	2014/10/8	0	0	3434	1504	120	3	1	336	5	10	0	0	10	40	49.84.135.5	34	9	13	34	0	8
7791293	2014/10/6	2014/10/6	37	700	null	150	0	2	0	67	3	0	0	0	10	40	60.190.158.30	7	1	0	7	0	0
7791287	2014/10/6	2014/10/6	0	730	null	null	0	2	1	16	2	0	1	0	5	40	111.20.117.70	3	null	0	3	0	0
7791285	2014/10/6	2014/10/6	0	0	1000	null	0	2	1	43	2	0	1	0	10	40	139.205.21.136	6	null	6	6	0	5
7791284	2014/10/6	2014/10/6	25854	1070	null	610	0	2	2	77	3	0	0	0	10	40	219.129.40.211	9	2	0	10	0	0
7791278	2014/10/6	2014/10/6	0	790	null	null	0	2	1	13	2	0	0	0	0	20	1.204.233.26	1	null	0	1	0	0
7791276	2014/10/6	2014/10/6	0	980	null	null	0	2	0	5	2	0	0	0	10	40	111.37.2.159	1	null	0	1	0	0
7791273	2014/10/6	2014/10/6	0	20	null	null	0	2	0	22	2	0	0	0	10	40	218.20.134.192	4	null	0	4	0	0
7791269	2014/10/6	2014/10/9	0	0	8461	4182	30	5	1	671	6	16	0	10	50000	1000	14.29.80.183	104	36	58	103	1	10
7791265	2014/10/6	2014/10/6	75687	2922	null	2012	0	2	2	225	4	0	0	0	10	40	58.16.18.2	27	11	0	27	0	0
7791258	2014/10/6	2014/10/6	0	200	null	null	0	2	1	0	0	0	0	0	0	20	218.18.49.136	null	null	0	0	0	0
7791257	2014/10/6	2014/10/7	0	0	1000	null	0	3	4	34	2	5	0	0	150	1000	120.210.180.81	8	null	8	8	0	4
7791255	2014/10/6	2014/10/6	104	1000	null	20	0	2	15	25	2	0	0	0	10	40	14.29.127.67	2	1	0	2	0	0
7791251	2014/10/6	2014/10/6	0	200	null	null	0	2	2	0	0	0	0	0	0	20	218.18.49.136	null	null	0	0	0	0
7791249	2014/10/6	2014/10/6	0	950	null	null	0	2	0	11	2	0	0	0	10	40	121.236.254.134	2	null	0	3	0	0
7791247	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	0	0	0	0	20	61.134.52.148	null	null	0	0	0	0
7791244	2014/10/6	2014/10/6	0	1000	null	null	0	2	2	18	2	0	1	0	10	40	119.52.134.46	1	null	0	2	0	0
7791241	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	0	0	0	0	20	123.55.79.134	null	null	0	0	0	0
7791228	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.163.192.44	null	null	0	0	0	0
7791226	2014/10/6	2014/10/6	0	970	null	null	0	2	0	8	2	0	1	0	10	40	180.106.220.177	2	null	0	2	0	0
7791225	2014/10/6	2014/10/6	0	800	null	null	0	2	1	10	2	0	0	0	50	1000	60.223.117.157	null	null	0	0	0	0
7791212	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.145.104.218	null	null	0	0	0	0
7791211	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	59.36.181.3	null	null	0	0	0	0
7791209	2014/10/6	2014/10/6	0	1020	null	null	0	2	1	27	2	0	1	0	10	40	219.149.55.139	4	null	0	5	0	0
7791206	2014/10/6	2014/10/6	1598	450	null	210	0	2	0	94	3	0	0	0	10	40	112.95.87.243	7	1	0	8	0	0
7791199	2014/10/6	2014/10/6	0	0	null	4982	320	2	3	149	4	0	0	0	100	1000	14.29.81.152	21	7	0	21	0	0
7791192	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	183.198.20.174	null	null	0	0	0	0
7791187	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	58.47.128.89	null	null	0	0	0	0
7791181	2014/10/6	2014/10/6	549	470	null	200	0	2	1	105	3	0	0	0	10	40	112.194.68.130	12	1	0	12	0	0
7791179	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	120.34.146.101	null	null	0	0	0	0
7791175	2014/10/6	2014/10/6	0	0	null	5028	1860	2	0	515	6	0	0	10	1000	1000	113.109.159.59	44	16	0	43	1	0
7791172	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7791168	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	0	1	0	0	20	182.132.148.13	null	null	0	0	0	0
7791167	2014/10/6	2014/10/8	0	0	539098	103575	52680	3	7	1345	8	10	0	28	50000	1000	14.29.112.178	291	113	165	495	2	8
7791166	2014/10/6	2014/10/6	47046	1420	null	320	0	2	1	279	5	1	0	0	10	40	183.230.35.30	40	20	0	40	0	0
7791164	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.185.31.42	null	null	0	0	0	0
7791162	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	0	0	0	0	20	61.185.31.42	null	null	0	0	0	0
7791161	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	5	0	0	0	20	61.150.93.244	null	null	0	0	0	0
7791159	2014/10/6	2014/10/6	0	0	null	null	0	1	4	0	0	0	0	0	0	20	222.91.146.206	null	null	0	0	0	0
7791158	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	124.116.27.142	null	null	0	0	0	0
7791157	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	5	0	0	0	20	61.185.36.150	null	null	0	0	0	0
7791156	2014/10/6	2014/10/6	0	1220	null	null	0	2	4	42	2	0	0	0	10	40	118.186.157.123	9	null	0	10	0	0
7791155	2014/10/6	2014/10/6	0	790	null	30	0	2	1	44	2	0	0	0	10	40	223.80.161.106	4	1	0	5	0	0
7791154	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.185.31.42	null	null	0	0	0	0
7791153	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.145.245.38	null	null	0	0	0	0
7791152	2014/10/6	2014/10/6	1985	1710	null	220	20	2	5	89	3	0	0	0	10	40	140.246.226.120	9	3	0	9	0	0
7791150	2014/10/6	2014/10/6	65269	490	15258	5308	3210	2	1	830	7	1	0	0	250	1000	220.170.161.213	155	42	113	155	0	8
7791149	2014/10/6	2014/10/6	0	930	null	null	0	2	1	14	2	0	1	0	10	40	171.83.106.187	4	null	0	4	0	0
7791147	2014/10/6	2014/10/6	0	0	null	null	0	1	6	0	0	0	0	0	0	20	119.51.6.37	null	null	0	0	0	0
7791146	2014/10/6	2014/10/6	27215	188	30974	12300	1660	2	1	817	7	1	0	1	100	1000	116.20.51.216	91	36	42	92	0	8
7791144	2014/10/6	2014/10/6	1696	10	1100	300	0	2	0	132	4	0	0	0	10	40	111.11.94.46	13	4	0	13	0	6
7791140	2014/10/6	2014/10/6	0	790	null	null	0	2	1	23	2	0	0	0	5	40	124.72.104.174	1	null	0	2	0	0
7791138	2014/10/6	2014/10/6	0	800	null	null	0	2	7	10	2	0	0	0	50000	1000	113.87.188.81	null	null	0	0	0	0
7791135	2014/10/6	2014/10/6	0	0	10159	4750	0	2	0	308	5	0	1	0	10	40	113.109.159.59	24	5	18	24	0	8
7791134	2014/10/6	2014/10/6	431353	1216	160777	50000	42440	2	1	920	7	0	1	0	1000	1000	116.20.51.216	210	92	118	211	1	8
7791133	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	222.89.253.167	null	null	0	0	0	0
7791124	2014/10/6	2014/10/6	0	0	null	800	0	2	2	122	3	0	0	0	10	40	111.121.0.35	14	3	0	14	0	0
7791119	2014/10/6	2014/10/7	1000	2300	null	null	0	3	1	10	2	5	0	0	50	1000	118.186.157.63	null	null	0	0	0	0
7791117	2014/10/6	2014/10/6	13247	1000	null	190	0	2	0	31	2	0	0	0	10	40	122.96.48.57	3	1	0	4	0	0
7791107	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	14.222.82.219	null	null	0	0	0	0
7791106	2014/10/6	2014/10/6	0	0	null	30	0	2	1	76	3	0	0	0	10	40	125.82.172.89	8	1	0	8	0	0
7791099	2014/10/6	2014/10/6	7969	1410	null	20	0	2	1	55	3	0	1	0	10	40	59.59.236.51	6	4	0	6	0	0
7791096	2014/10/6	2014/10/6	0	1000	null	1070	120	2	0	362	5	0	0	0	100	1000	113.93.167.174	28	4	0	28	0	0
7791094	2014/10/6	2014/10/6	0	0	null	null	0	1	4	0	0	0	0	0	0	20	123.166.214.165	null	null	0	0	0	0
7791089	2014/10/6	2014/10/7	224343529	4923	394321	132586	137420	3	0	2085	9	6	0	23	20000	1000	111.85.206.144	801	254	350	803	1	8
7791088	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	1	0	10	40	113.245.44.227	null	null	0	0	0	0
7791087	2014/10/6	2014/10/9	13433	91	8162	3200	0	3	0	544	6	5	0	10	10	40	58.47.174.33	88	29	59	89	0	8
7791086	2014/10/6	2014/10/6	0	980	null	null	0	2	0	13	2	0	1	0	10	40	58.20.114.17	2	null	0	2	0	0
7791083	2014/10/6	2014/10/6	21278	170	null	640	0	2	0	270	5	0	0	0	10	40	171.208.160.22	38	12	0	39	0	0
7791084	2014/10/6	2014/10/6	0	0	null	50	35	2	0	79	3	0	0	0	50	1000	125.82.172.89	8	3	0	7	1	0
7791069	2014/10/6	2014/10/6	0	0	42091	19990	6170	2	0	511	6	0	0	12	1000	1000	113.74.59.104	67	24	40	67	0	8
7791067	2014/10/6	2014/10/6	3812	4750	null	600	0	2	0	245	4	0	0	0	10	40	60.188.122.127	32	10	0	32	0	0
7791065	2014/10/6	2014/10/6	1288	44	null	2593	0	2	3	445	5	0	1	0	10	40	121.34.194.252	45	9	0	27	18	0
7791062	2014/10/6	2014/10/6	384	155	null	7594	80	2	0	455	5	0	0	0	50	1000	113.93.167.174	39	15	0	39	0	0
7791061	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	5	0	0	0	20	61.185.42.10	null	null	0	0	0	0
7791059	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	0	0	0	20	27.45.212.221	null	null	0	0	0	0
7791058	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	117.35.181.134	null	null	0	0	0	0
7791048	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	0	0	0	20	27.45.212.221	null	null	0	0	0	0
7791044	2014/10/6	2014/10/6	0	800	null	null	0	2	6	0	0	0	0	0	0	20	183.218.71.70	null	null	0	0	0	0
7791036	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	14.114.213.165	null	null	0	0	0	0
7791033	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	0	0	0	20	27.45.212.221	null	null	0	0	0	0
7791032	2014/10/6	2014/10/6	27856	700	3110	710	0	2	1	161	4	0	0	0	50	1000	14.148.134.61	30	4	15	30	0	5
7791025	2014/10/6	2014/10/7	827659	1450	4754	1906	165	3	1	532	6	5	0	10	50	1000	171.104.68.4	122	21	91	123	0	8
7791022	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	1	0	0	20	118.254.185.103	null	null	0	0	0	0
7791016	2014/10/6	2014/10/6	0	1160	null	null	0	2	11	23	2	0	0	0	10	40	110.52.100.185	2	null	0	2	0	0
7791012	2014/10/6	2014/10/6	3865	1153	null	80	0	2	0	28	2	0	0	0	10	40	221.237.30.114	3	1	0	3	0	0
7791009	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	222.87.49.76	null	null	0	0	0	0
7791003	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	58.244.83.29	null	null	0	0	0	0
7791000	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	112.5.249.198	null	null	0	0	0	0
7790996	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	223.73.155.90	null	null	0	0	0	0
7790995	2014/10/6	2014/10/10	1284733	539100	2018915	557000	252340	6	5	2505	10	20	0	3	35000	1000	112.91.213.65	669	249	418	471	0	10
7790990	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	218.21.91.194	null	null	0	0	0	0
7790988	2014/10/6	2014/10/6	0	800	null	null	0	2	1	3	1	0	0	0	0	20	218.18.10.141	1	null	0	2	0	0
7790985	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	1	0	0	20	60.217.64.200	null	null	0	0	0	0
7790983	2014/10/6	2014/10/8	1800	1800	137799	32000	39770	4	3	1774	9	15	0	0	1000	1000	223.73.22.53	620	107	513	1236	2	9
7790981	2014/10/6	2014/10/6	0	770	null	null	0	2	1	13	2	0	0	0	0	20	125.68.187.117	2	null	0	2	0	0
7790977	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	1	0	0	20	219.145.118.5	null	null	0	0	0	0
7790970	2014/10/6	2014/10/7	0	0	2420	1620	0	3	3	38	2	5	0	0	10	40	59.55.154.87	2	1	1	2	0	3
7790957	2014/10/6	2014/10/7	418144	15210	16670	4400	20	3	1	371	5	5	1	0	20000	1000	111.2.26.19	28	10	18	29	0	10
7790940	2014/10/6	2014/10/10	515161	1465	470067	289500	50120	6	1	1084	7	40	0	6	1000	1000	113.92.214.48	239	93	141	151	2	7
7790935	2014/10/6	2014/10/6	10887	540	2640	860	0	2	0	341	5	0	1	0	10	40	221.15.3.180	62	18	21	63	0	8
7790933	2014/10/6	2014/10/6	4234	64	16395	2525	290	2	1	878	7	1	0	9	50	1000	222.183.104.13	113	34	79	228	2	8
7790928	2014/10/6	2014/10/6	0	980	null	null	0	2	2	26	2	0	0	0	10	40	111.12.93.216	3	null	0	3	0	0
7790920	2014/10/6	2014/10/6	195	2360	null	1090	0	2	0	149	4	0	1	0	10	40	183.71.248.96	10	3	0	11	0	0
7790917	2014/10/6	2014/10/6	0	0	null	8885	3760	2	1	316	5	0	0	0	250	1000	183.5.248.94	49	15	0	48	1	0
7790914	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7790913	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	1.190.147.146	null	null	0	0	0	0
7790912	2014/10/6	2014/10/6	0	0	15304	1850	100	2	1	444	5	1	0	0	50	1000	116.20.51.216	36	11	21	36	0	6
7790911	2014/10/6	2014/10/6	136228	3309	4409	1620	0	2	0	296	5	0	0	0	10	40	61.130.151.238	34	10	20	34	0	10
7790910	2014/10/6	2014/10/10	2046775	33722	25921	1470	300	5	3	2742	10	15	1	43	500	1000	61.175.237.214	364	78	217	274	0	8
7790908	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	221.212.73.34	null	null	0	0	0	0
7790907	2014/10/6	2014/10/6	0	970	null	null	0	2	5	18	2	0	0	0	10	40	183.17.40.17	2	null	0	2	0	0
7790905	2014/10/6	2014/10/6	0	800	null	null	0	2	6	10	2	0	0	0	0	20	183.17.40.17	null	null	0	0	0	0
7790900	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7790899	2014/10/6	2014/10/6	1014	1652	null	696	0	2	2	121	3	0	0	0	10	40	112.25.193.179	10	5	0	12	0	0
7790895	2014/10/6	2014/10/8	5382	1460	1200	220	0	3	12	64	3	5	1	0	10	40	120.42.92.108	5	1	1	4	1	0
7790890	2014/10/6	2014/10/6	0	960	null	null	0	2	0	8	2	0	0	0	10	40	14.148.41.183	1	null	0	2	0	0
7790883	2014/10/6	2014/10/9	0	1	7884554	1885000	757410	5	0	1279	8	35	0	57	20000	1000	111.174.222.67	268	77	191	510	26	8
7790881	2014/10/6	2014/10/10	3264395	37449	32877	1420	0	5	3	2595	10	17	0	55	60	1000	61.175.237.214	374	70	220	279	0	8
7790878	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	5	0	0	0	20	61.134.27.39	null	null	0	0	0	0
7790876	2014/10/6	2014/10/6	0	930	null	null	0	2	1	21	2	0	1	0	10	40	115.229.66.23	2	null	0	3	0	0
7790875	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	61.185.31.74	null	null	0	0	0	0
7790868	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	5	40	223.67.187.163	null	null	0	0	0	0
7790867	2014/10/6	2014/10/6	8817	960	1020	60	0	2	1	89	3	0	0	0	10	40	60.14.203.124	15	4	8	16	0	5
7790865	2014/10/6	2014/10/6	0	990	null	null	0	2	1	18	2	0	1	0	10	40	183.167.166.43	1	null	0	2	0	0
7790864	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	1	0	0	20	218.77.83.155	null	null	0	0	0	0
7790862	2014/10/6	2014/10/6	0	0	null	null	0	1	4	0	0	0	0	0	0	20	171.215.102.189	null	null	0	0	0	0
7790853	2014/10/6	2014/10/9	0	0	242843	51500	35800	4	2	993	7	11	0	22	10000	1000	59.59.147.153	170	39	123	169	1	8
7790851	2014/10/6	2014/10/6	5018	216	28733	8087	940	2	2	748	6	0	0	11	50	1000	58.59.232.125	97	21	73	194	0	8
7790850	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	112.228.223.0	null	null	0	0	0	0
7790848	2014/10/6	2014/10/9	2594863596	2065412	161220641	20160000	49544305	5	0	3697	11	20	0	27	50000	1000	113.124.29.11	3636	396	3240	2206	0	9
7790842	2014/10/6	2014/10/6	0	200	null	911	0	2	3	135	4	0	0	0	10	40	110.73.16.199	15	6	0	16	0	0
7790841	2014/10/6	2014/10/10	0	0	107591	63219	9600	3	6	846	7	5	0	10	1000	1000	222.168.141.222	119	44	65	80	1	7
7790839	2014/10/6	2014/10/6	0	1180	null	null	0	2	0	22	2	0	0	0	10	40	115.150.23.108	5	null	0	5	0	0
7790838	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	123.7.54.69	null	null	0	0	0	0
7790831	2014/10/6	2014/10/10	1438473	23388	31904	2201	0	5	3	2468	10	17	0	53	50000	1000	61.175.237.214	376	57	239	282	0	8
7790826	2014/10/6	2014/10/6	989	20	null	540	0	2	1	203	4	0	0	0	10	40	113.89.131.144	32	12	0	32	0	0
7790820	2014/10/6	2014/10/8	0	0	462770	100600	55270	4	4	916	7	10	1	32	2500	1000	121.15.168.117	207	66	141	204	3	8
7790818	2014/10/6	2014/10/6	0	610	null	null	0	2	0	28	2	0	0	0	10	40	14.29.126.48	7	null	0	7	0	0
7790816	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	58.244.83.29	null	null	0	0	0	0
7790815	2014/10/6	2014/10/6	0	0	null	null	0	1	5	0	0	0	0	0	0	20	218.76.253.148	null	null	0	0	0	0
7790808	2014/10/6	2014/10/6	0	980	null	null	0	2	0	5	2	0	1	0	10	40	60.217.133.203	1	null	0	1	0	0
7790802	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	171.208.100.173	null	null	0	0	0	0
7790798	2014/10/6	2014/10/10	0	0	13824	2500	640	4	0	582	6	20	0	20	100	1000	112.115.91.15	51	14	36	86	0	8
7790797	2014/10/6	2014/10/6	0	780	null	null	0	2	0	3	1	0	0	0	0	20	171.88.218.159	1	null	0	2	0	0
7790796	2014/10/6	2014/10/7	0	0	800	null	0	3	1	13	2	5	0	0	10000	1000	59.44.97.210	1	null	1	1	0	3
7790795	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	0	0	0	20	222.87.49.11	null	null	0	0	0	0
7790788	2014/10/6	2014/10/9	39829	180	1500	400	0	4	0	191	4	10	0	0	10	40	117.151.16.150	21	7	14	21	0	8
7790787	2014/10/6	2014/10/6	0	0	null	null	0	1	4	0	0	0	0	0	0	20	171.215.102.189	null	null	0	0	0	0
7790784	2014/10/6	2014/10/6	0	0	null	null	0	1	4	0	0	0	0	0	0	20	119.53.212.251	null	null	0	0	0	0
7790779	2014/10/6	2014/10/6	0	0	null	null	0	1	3	0	0	0	0	0	0	20	124.229.156.148	null	null	0	0	0	0
7790777	2014/10/6	2014/10/10	169064655	377469	380186	59816	63620	6	1	7003	13	20	0	40	100	1000	218.17.211.56	5461	484	4883	1065	4	9
7790774	2014/10/6	2014/10/6	0	0	null	2430	600	2	0	248	4	0	0	0	250	1000	113.64.34.110	20	7	0	20	0	0
7790773	2014/10/6	2014/10/6	0	800	null	null	0	2	2	0	0	0	1	0	0	20	111.36.185.163	null	null	0	0	0	0
7790770	2014/10/6	2014/10/6	0	790	null	null	0	2	1	3	1	0	0	0	0	20	123.245.237.250	1	null	0	2	0	0
7790765	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	1	0	0	20	222.77.120.34	null	null	0	0	0	0
7790762	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	171.208.101.124	null	null	0	0	0	0
7790760	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	125.211.33.21	null	null	0	0	0	0
7790759	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	221.207.184.75	null	null	0	0	0	0
7790755	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	1	0	0	20	222.77.120.34	null	null	0	0	0	0
7790754	2014/10/6	2014/10/6	0	0	null	null	0	1	2	0	0	0	1	0	0	20	14.20.106.62	null	null	0	0	0	0
7790750	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	1	0	0	20	221.212.118.75	null	null	0	0	0	0
7790747	2014/10/6	2014/10/6	0	800	null	null	0	2	0	0	0	0	0	0	0	20	117.141.186.193	null	null	0	0	0	0
7790744	2014/10/6	2014/10/8	754	60	1620	800	0	4	2	112	3	10	0	0	10	40	222.130.130.87	19	2	17	20	0	8
7790743	2014/10/6	2014/10/6	18044	450	null	3350	0	2	0	315	5	0	0	0	10	40	113.64.34.110	40	11	0	40	0	0
7790735	2014/10/6	2014/10/6	21546	710	null	2700	60	2	1	403	5	0	0	0	10000	1000	58.46.36.40	50	15	0	51	0	0
7790734	2014/10/6	2014/10/7	0	0	3060	1360	200	3	5	84	3	5	0	0	100	1000	58.22.80.228	12	3	7	12	0	4
7790731	2014/10/6	2014/10/6	0	0	null	null	0	1	0	0	0	0	0	0	0	20	219.145.110.46	null	null	0	0	0	0
7790732	2014/10/6	2014/10/6	0	0	null	null	0	1	1	0	0	0	0	0	0	20	61.134.54.6	null	null	0	0	0	0
7790730	2014/10/6	2014/10/6	0	980	null	null	0	2	1	5	2	0	0	0	10	40	49.81.42.51	1	null	0	1	0	0
7790725	2014/10/6	2014/10/6	0	800	null	null	0	2	1	0	0	0	0	0	0	20	223.220.168.166	null	null	0	0	0	0
